회사명,종목코드,업종,상장일,시장구분,yf_ticker
셀바스헬스케어,208370,의료용 기기 제조업,2014-12-17,코스닥,208370.KQ
소노스퀘어,007720,상품 종합 도매업,1994-01-06,코스닥,007720.KQ
소니드,060230,기타 화학제품 제조업,2002-06-25,코스닥,060230.KQ
솔브레인홀딩스,036830,회사 본부 및 경영 컨설팅 서비스업,2000-01-18,코스닥,036830.KQ
슈프리마,236200,통신 및 방송 장비 제조업,2016-02-05,코스닥,236200.KQ
스페코,013810,특수 목적용 기계 제조업,1997-11-03,코스닥,013810.KQ
스피어,347700,소프트웨어 개발 및 공급업,2021-03-23,코스닥,347700.KQ
승일,049830,기타 금속 가공제품 제조업,2001-01-18,코스닥,049830.KQ
시그네틱스,033170,반도체 제조업,2010-11-26,코스닥,033170.KQ
시스웍,269620,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2017-12-26,코스닥,269620.KQ
신성에스티,416180,자동차 신품 부품 제조업,2023-10-19,코스닥,416180.KQ
신영스팩8호,430220,금융 지원 서비스업,2022-08-26,코스닥,430220.KQ
신한제13호스팩,474930,금융 지원 서비스업,2024-04-22,코스닥,474930.KQ
싸이맥스,160980,특수 목적용 기계 제조업,2015-06-17,코스닥,160980.KQ
씨유테크,376290,전자부품 제조업,2021-10-08,코스닥,376290.KQ
씨피시스템,413630,플라스틱제품 제조업,2022-03-31,코스닥,413630.KQ
아난티,025980,일반 및 생활 숙박시설 운영업,1996-01-06,코스닥,025980.KQ
아바코,083930,특수 목적용 기계 제조업,2005-10-11,코스닥,083930.KQ
아셈스,136410,플라스틱제품 제조업,2022-02-07,코스닥,136410.KQ
아이비김영,339950,일반 교습 학원,2019-12-24,코스닥,339950.KQ
아이언디바이스,464500,반도체 제조업,2024-09-23,코스닥,464500.KQ
아이즈비전,031310,전기 통신업,1997-07-25,코스닥,031310.KQ
아이톡시,052770,소프트웨어 개발 및 공급업,2002-08-22,코스닥,052770.KQ
아톤,158430,소프트웨어 개발 및 공급업,2019-10-17,코스닥,158430.KQ
알에프텍,061040,통신 및 방송 장비 제조업,2002-05-16,코스닥,061040.KQ
알파칩스,117670,반도체 제조업,2010-09-17,코스닥,117670.KQ
액토즈소프트,052790,소프트웨어 개발 및 공급업,2001-08-14,코스닥,052790.KQ
앱클론,174900,의료용품 및 기타 의약 관련제품 제조업,2017-09-18,코스닥,174900.KQ
에스아이리소스,065420,기타 화학제품 제조업,2002-08-22,코스닥,065420.KQ
에스앤에스텍,101490,전자부품 제조업,2009-04-14,코스닥,101490.KQ
에스제이그룹,306040,"가죽, 가방 및 유사제품 제조업",2019-11-18,코스닥,306040.KQ
에스켐,475660,기타 화학제품 제조업,2024-11-18,코스닥,475660.KQ
에이럭스,475580,그외 기타 제품 제조업,2024-11-01,코스닥,475580.KQ
에이루트,096690,컴퓨터 및 주변장치 제조업,2010-12-01,코스닥,096690.KQ
에이치브이엠,295310,1차 비철금속 제조업,2024-06-28,코스닥,295310.KQ
에이테크솔루션,071670,특수 목적용 기계 제조업,2009-04-17,코스닥,071670.KQ
에이텍모빌리티,224110,통신 및 방송 장비 제조업,2015-08-25,코스닥,224110.KQ
에코바이오,038870,사업시설 유지·관리 서비스업,2001-05-29,코스닥,038870.KQ
에코아이,448280,기타 전문 서비스업,2023-11-21,코스닥,448280.KQ
엔에이치스팩26호,439410,금융 지원 서비스업,2022-12-01,코스닥,439410.KQ
엔에이치스팩29호,451700,금융 지원 서비스업,2023-06-23,코스닥,451700.KQ
엔피디,198080,전자부품 제조업,2020-03-16,코스닥,198080.KQ
엘케이켐,489500,기타 화학제품 제조업,2025-02-25,코스닥,489500.KQ
엠에스씨,009780,기타 식품 제조업,1993-10-12,코스닥,009780.KQ
엣지파운드리,105550,전자부품 제조업,2014-07-11,코스닥,105550.KQ
오성첨단소재,052420,플라스틱제품 제조업,2001-08-07,코스닥,052420.KQ
오픈베이스,049480,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2001-01-09,코스닥,049480.KQ
온코닉테라퓨틱스,476060,자연과학 및 공학 연구개발업,2024-12-19,코스닥,476060.KQ
옵티시스,109080,통신 및 방송 장비 제조업,2011-07-12,코스닥,109080.KQ
와이랩,432430,"영화, 비디오물, 방송프로그램 제작 및 배급업",2023-07-20,코스닥,432430.KQ
와이오엠,066430,기타 전문 도매업,2002-12-24,코스닥,066430.KQ
우리기술투자,041190,기타 금융업,2000-06-09,코스닥,041190.KQ
우리넷,115440,통신 및 방송 장비 제조업,2010-01-27,코스닥,115440.KQ
우리산업,215360,자동차 신품 부품 제조업,2015-05-06,코스닥,215360.KQ
원익,032940,기계장비 및 관련 물품 도매업,1997-07-18,코스닥,032940.KQ
위세아이텍,065370,소프트웨어 개발 및 공급업,2020-02-10,코스닥,065370.KQ
위지윅스튜디오,299900,"영화, 비디오물, 방송프로그램 제작 및 배급업",2018-12-20,코스닥,299900.KQ
윙입푸드,900340,기타 금융업,2018-11-30,코스닥,900340.KQ
유니트론텍,142210,자동차 부품 및 내장품 판매업,2016-02-02,코스닥,142210.KQ
유비쿼스,264450,통신 및 방송 장비 제조업,2017-03-31,코스닥,264450.KQ
유안타제14호스팩,450940,금융 지원 서비스업,2023-07-27,코스닥,450940.KQ
이니텍,053350,소프트웨어 개발 및 공급업,2001-11-15,코스닥,053350.KQ
이루온,065440,소프트웨어 개발 및 공급업,2003-01-28,코스닥,065440.KQ
이상네트웍스,080010,상품 중개업,2005-09-30,코스닥,080010.KQ
이스트소프트,047560,소프트웨어 개발 및 공급업,2008-07-01,코스닥,047560.KQ
인바디,041830,의료용 기기 제조업,2000-12-14,코스닥,041830.KQ
인벤티지랩,389470,자연과학 및 공학 연구개발업,2022-11-22,코스닥,389470.KQ
인스웨이브,450520,소프트웨어 개발 및 공급업,2023-09-25,코스닥,450520.KQ
인텔리안테크,189300,통신 및 방송 장비 제조업,2016-10-18,코스닥,189300.KQ
인트론바이오,048530,기초 의약물질 제조업,2011-01-26,코스닥,048530.KQ
일신바이오,068330,일반 목적용 기계 제조업,2007-12-26,코스닥,068330.KQ
잉글우드랩,950140,기타 화학제품 제조업,2016-10-14,코스닥,950140.KQ
자연과환경,043910,"시멘트, 석회, 플라스터 및 그 제품 제조업",2005-11-18,코스닥,043910.KQ
자이글,234920,가정용 기기 제조업,2016-09-06,코스닥,234920.KQ
제너셈,217190,특수 목적용 기계 제조업,2015-09-25,코스닥,217190.KQ
제노레이,122310,의료용 기기 제조업,2018-05-28,코스닥,122310.KQ
제닉스,381620,특수 목적용 기계 제조업,2024-09-30,코스닥,381620.KQ
제이씨케미칼,137950,기타 화학제품 제조업,2011-08-08,코스닥,137950.KQ
제이오,418550,"건축기술, 엔지니어링 및 관련 기술 서비스업",2023-02-16,코스닥,418550.KQ
중앙백신,072020,기초 의약물질 제조업,2003-10-31,코스닥,072020.KQ
지노믹트리,228760,자연과학 및 공학 연구개발업,2019-03-27,코스닥,228760.KQ
참좋은여행,094850,여행사 및 기타 여행보조 서비스업,2007-04-30,코스닥,094850.KQ
초록뱀미디어,047820,"영화, 비디오물, 방송프로그램 제작 및 배급업",2002-12-24,코스닥,047820.KQ
칩스앤미디어,094360,반도체 제조업,2015-08-05,코스닥,094360.KQ
캠시스,050110,전자부품 제조업,2001-05-17,코스닥,050110.KQ
컴투스,078340,소프트웨어 개발 및 공급업,2007-07-06,코스닥,078340.KQ
케이바이오,038530,생활용품 도매업,2000-06-09,코스닥,038530.KQ
코오롱생명과학,102940,기초 의약물질 제조업,2009-04-07,코스닥,102940.KQ
코오롱티슈진,950160,기초 의약물질 제조업,2017-11-06,코스닥,950160.KQ
코콤,015710,통신 및 방송 장비 제조업,1997-09-30,코스닥,015710.KQ
쿠콘,294570,기타 정보 서비스업,2021-04-28,코스닥,294570.KQ
퀀텀온,227100,부동산 관련 서비스업,2018-11-15,코스닥,227100.KQ
큐로셀,372320,자연과학 및 공학 연구개발업,2023-11-09,코스닥,372320.KQ
큐에스아이,066310,반도체 제조업,2006-11-24,코스닥,066310.KQ
클로봇,466100,소프트웨어 개발 및 공급업,2024-10-28,코스닥,466100.KQ
키네마스터,139670,소프트웨어 개발 및 공급업,2011-12-02,코스닥,139670.KQ
타이거일렉,219130,전자부품 제조업,2015-09-25,코스닥,219130.KQ
탑머티리얼,360070,일차전지 및 이차전지 제조업,2022-10-18,코스닥,360070.KQ
티쓰리,204610,소프트웨어 개발 및 공급업,2022-11-17,코스닥,204610.KQ
팅크웨어,084730,통신 및 방송 장비 제조업,2006-05-19,코스닥,084730.KQ
팸텍,271830,특수 목적용 기계 제조업,2023-05-23,코스닥,271830.KQ
푸드웰,005670,"과실, 채소 가공 및 저장 처리업",1993-12-07,코스닥,005670.KQ
푸른기술,094940,컴퓨터 및 주변장치 제조업,2007-09-14,코스닥,094940.KQ
프로텍,053610,특수 목적용 기계 제조업,2001-08-17,코스닥,053610.KQ
플루토스,019570,신탁업 및 집합투자업,1989-03-14,코스닥,019570.KQ
플리토,300080,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2019-07-17,코스닥,300080.KQ
피엔케이피부임상연구센타,347740,"그외 기타 전문, 과학 및 기술 서비스업",2020-09-09,코스닥,347740.KQ
피제이전자,006140,의료용 기기 제조업,1993-12-07,코스닥,006140.KQ
핀텔,291810,소프트웨어 개발 및 공급업,2022-10-20,코스닥,291810.KQ
하나29호스팩,454640,금융 지원 서비스업,2023-06-28,코스닥,454640.KQ
하나34호스팩,484130,금융 지원 서비스업,2024-11-19,코스닥,484130.KQ
하이록코리아,013030,1차 철강 제조업,1989-12-15,코스닥,013030.KQ
하이비젼시스템,126700,사진장비 및 광학기기 제조업,2010-09-10,코스닥,126700.KQ
하이텍팜,106190,기초 의약물질 제조업,2010-07-28,코스닥,106190.KQ
한국정밀기계,101680,특수 목적용 기계 제조업,2009-05-19,코스닥,101680.KQ
한양디지텍,078350,반도체 제조업,2004-05-14,코스닥,078350.KQ
한울반도체,320000,특수 목적용 기계 제조업,2019-09-18,코스닥,320000.KQ
한컴위드,054920,소프트웨어 개발 및 공급업,2001-11-01,코스닥,054920.KQ
한탑,002680,"곡물가공품, 전분 및 전분제품 제조업",1995-07-07,코스닥,002680.KQ
해성산업,034810,기타 금융업,1999-04-16,코스닥,034810.KQ
핸디소프트,220180,소프트웨어 개발 및 공급업,2016-11-24,코스닥,220180.KQ
헥토이노베이션,214180,기타 정보 서비스업,2015-06-30,코스닥,214180.KQ
현대ADM,187660,자연과학 및 공학 연구개발업,2021-06-03,코스닥,187660.KQ
현대에이치티,039010,통신 및 방송 장비 제조업,2000-07-20,코스닥,039010.KQ
힘스,238490,특수 목적용 기계 제조업,2017-07-20,코스닥,238490.KQ
AP헬스케어,109960,기타 전문 도매업,2009-11-13,코스닥,109960.KQ
CJ 바이오사이언스,311690,자연과학 및 공학 연구개발업,2019-12-26,코스닥,311690.KQ
CNH,023460,기타 금융업,1994-10-07,코스닥,023460.KQ
DGP,060900,전기업,2002-09-17,코스닥,060900.KQ
HLB테라퓨틱스,115450,기타 전문 도매업,2010-03-26,코스닥,115450.KQ
IBKS제20호스팩,439730,금융 지원 서비스업,2022-10-28,코스닥,439730.KQ
ISC,095340,기계장비 및 관련 물품 도매업,2007-10-01,코스닥,095340.KQ
KB오토시스,024120,자동차 신품 부품 제조업,1994-12-07,코스닥,024120.KQ
KH 건설,226360,토목 건설업,2015-10-22,코스닥,226360.KQ
KT지니뮤직,043610,영상·오디오물 제공 서비스업,2000-07-20,코스닥,043610.KQ
KX,122450,텔레비전 방송업,2011-05-25,코스닥,122450.KQ
LB인베스트먼트,309960,기타 금융업,2023-03-29,코스닥,309960.KQ
LS증권,078020,금융 지원 서비스업,2007-02-21,코스닥,078020.KQ
NHN벅스,104200,소프트웨어 개발 및 공급업,2009-10-06,코스닥,104200.KQ
SBI인베스트먼트,019550,신탁업 및 집합투자업,1989-09-06,코스닥,019550.KQ
강원에너지,114190,기타 전기장비 제조업,2009-11-20,코스닥,114190.KQ
고스트스튜디오,950190,소프트웨어 개발 및 공급업,2020-08-18,코스닥,950190.KQ
골프존홀딩스,121440,상품 중개업,2011-05-20,코스닥,121440.KQ
공구우먼,366030,의복 액세서리 제조업,2022-03-23,코스닥,366030.KQ
그리티,204020,봉제의복 제조업,2018-07-23,코스닥,204020.KQ
그린생명과학,114450,기초 의약물질 제조업,2009-12-22,코스닥,114450.KQ
글로벌텍스프리,204620,금융 지원 서비스업,2014-11-19,코스닥,204620.KQ
금강철강,053260,1차 철강 제조업,2002-01-04,코스닥,053260.KQ
나노신소재,121600,기타 화학제품 제조업,2011-02-09,코스닥,121600.KQ
나노실리칸첨단소재,286750,기초 화학물질 제조업,2019-08-19,코스닥,286750.KQ
나라엠앤디,051490,특수 목적용 기계 제조업,2001-06-12,코스닥,051490.KQ
나무가,190510,전자부품 제조업,2015-11-12,코스닥,190510.KQ
나인테크,267320,특수 목적용 기계 제조업,2017-06-22,코스닥,267320.KQ
네패스아크,330860,"그외 기타 전문, 과학 및 기술 서비스업",2020-11-17,코스닥,330860.KQ
넥스틴,348210,특수 목적용 기계 제조업,2020-10-08,코스닥,348210.KQ
넥슨게임즈,225570,소프트웨어 개발 및 공급업,2015-09-25,코스닥,225570.KQ
다보링크,340360,통신 및 방송 장비 제조업,2019-12-19,코스닥,340360.KQ
대산F&B,065150,음·식료품 및 담배 도매업,2007-07-18,코스닥,065150.KQ
대성창투,027830,신탁업 및 집합투자업,1999-11-30,코스닥,027830.KQ
대신밸런스제15호스팩,457390,금융 지원 서비스업,2023-08-30,코스닥,457390.KQ
대정화금,120240,기초 화학물질 제조업,2010-12-20,코스닥,120240.KQ
동국산업,005160,1차 철강 제조업,1999-06-25,코스닥,005160.KQ
동방선기,099410,선박 및 보트 건조업,2009-11-10,코스닥,099410.KQ
동아화성,041930,고무제품 제조업,2001-12-26,코스닥,041930.KQ
동원개발,013120,건물 건설업,1994-12-29,코스닥,013120.KQ
드림인사이트,362990,광고업,2024-01-25,코스닥,362990.KQ
디비금융제13호스팩,489730,기타 금융업,2024-11-28,코스닥,489730.KQ
디앤씨미디어,263720,"서적, 잡지 및 기타 인쇄물 출판업",2017-08-01,코스닥,263720.KQ
디와이씨,310870,자동차 신품 부품 제조업,2018-12-20,코스닥,310870.KQ
레드캡투어,038390,여행사 및 기타 여행보조 서비스업,2000-02-01,코스닥,038390.KQ
레뷰코퍼레이션,443250,광고업,2023-10-06,코스닥,443250.KQ
루닛,328130,소프트웨어 개발 및 공급업,2022-07-21,코스닥,328130.KQ
루멘스,038060,반도체 제조업,2006-08-08,코스닥,038060.KQ
루미르,474170,"항공기,우주선 및 부품 제조업",2024-10-21,코스닥,474170.KQ
리노공업,058470,전자부품 제조업,2001-12-18,코스닥,058470.KQ
리드코프,012700,기타 전문 도매업,1996-01-19,코스닥,012700.KQ
리파인,377450,기타 정보 서비스업,2021-10-29,코스닥,377450.KQ
린드먼아시아,277070,신탁업 및 집합투자업,2018-03-14,코스닥,277070.KQ
마녀공장,439090,기타 화학제품 제조업,2023-06-08,코스닥,439090.KQ
마니커에프앤지,195500,"도축, 육류 가공 및 저장 처리업",2019-08-20,코스닥,195500.KQ
마크로젠,038290,"그외 기타 전문, 과학 및 기술 서비스업",2000-02-22,코스닥,038290.KQ
멀티캠퍼스,067280,기타 교육기관,2006-11-16,코스닥,067280.KQ
메가스터디교육,215200,일반 교습 학원,2015-05-04,코스닥,215200.KQ
메디포스트,078160,기초 의약물질 제조업,2005-07-29,코스닥,078160.KQ
메지온,140410,자연과학 및 공학 연구개발업,2012-01-20,코스닥,140410.KQ
모델솔루션,417970,특수 목적용 기계 제조업,2022-10-07,코스닥,417970.KQ
모비릭스,348030,소프트웨어 개발 및 공급업,2021-01-28,코스닥,348030.KQ
모코엠시스,333050,소프트웨어 개발 및 공급업,2019-10-31,코스닥,333050.KQ
미래에셋벤처투자,100790,기타 금융업,2019-03-15,코스닥,100790.KQ
미투온,201490,소프트웨어 개발 및 공급업,2016-10-10,코스닥,201490.KQ
민테크,452200,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2024-05-03,코스닥,452200.KQ
바이넥스,053030,의약품 제조업,2001-08-07,코스닥,053030.KQ
바이오스마트,038460,전자부품 제조업,2000-06-22,코스닥,038460.KQ
범한퓨얼셀,382900,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2022-06-17,코스닥,382900.KQ
브이엠,089970,특수 목적용 기계 제조업,2018-08-23,코스닥,089970.KQ
비비씨,318410,기타 화학제품 제조업,2020-09-21,코스닥,318410.KQ
비씨월드제약,200780,의약품 제조업,2014-12-15,코스닥,200780.KQ
비엘팜텍,065170,음·식료품 및 담배 도매업,2002-11-19,코스닥,065170.KQ
비츠로테크,042370,기타 금융업,2000-08-03,코스닥,042370.KQ
사이냅소프트,466410,소프트웨어 개발 및 공급업,2024-11-19,코스닥,466410.KQ
삼목에스폼,018310,"구조용 금속제품, 탱크 및 증기발생기 제조업",1996-05-03,코스닥,018310.KQ
상신전자,263810,전자부품 제조업,2017-10-16,코스닥,263810.KQ
서한,011370,건물 건설업,1994-05-24,코스닥,011370.KQ
성우테크론,045300,전자부품 제조업,2001-12-18,코스닥,045300.KQ
세진티에스,067770,전자부품 제조업,2004-01-09,코스닥,067770.KQ
세코닉스,053450,사진장비 및 광학기기 제조업,2001-08-09,코스닥,053450.KQ
센서뷰,321370,전자부품 제조업,2023-07-19,코스닥,321370.KQ
셀리드,299660,자연과학 및 공학 연구개발업,2019-02-20,코스닥,299660.KQ
솔본,035610,회사 본부 및 경영 컨설팅 서비스업,1999-08-13,코스닥,035610.KQ
솔트웨어,328380,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2019-08-20,코스닥,328380.KQ
쇼박스,086980,"영화, 비디오물, 방송프로그램 제작 및 배급업",2006-07-07,코스닥,086980.KQ
스튜디오드래곤,253450,"영화, 비디오물, 방송프로그램 제작 및 배급업",2017-11-24,코스닥,253450.KQ
시공테크,020710,전문디자인업,1999-08-13,코스닥,020710.KQ
시큐센,232830,소프트웨어 개발 및 공급업,2023-06-29,코스닥,232830.KQ
신한제11호스팩,452980,금융 지원 서비스업,2023-10-04,코스닥,452980.KQ
심텍홀딩스,036710,회사 본부 및 경영 컨설팅 서비스업,2000-01-04,코스닥,036710.KQ
쏠리드,050890,통신 및 방송 장비 제조업,2005-07-08,코스닥,050890.KQ
씨메스,475400,특수 목적용 기계 제조업,2024-10-24,코스닥,475400.KQ
아미코젠,092040,기타 식품 제조업,2013-09-12,코스닥,092040.KQ
아시아경제,127710,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2015-07-31,코스닥,127710.KQ
아이스크림에듀,289010,"서적, 잡지 및 기타 인쇄물 출판업",2019-07-11,코스닥,289010.KQ
아이에이,038880,전자부품 제조업,2000-04-27,코스닥,038880.KQ
아이윈플러스,123010,전자부품 제조업,2016-07-20,코스닥,123010.KQ
아이지넷,462980,기타 정보 서비스업,2025-02-04,코스닥,462980.KQ
아이텍,119830,"그외 기타 전문, 과학 및 기술 서비스업",2010-10-26,코스닥,119830.KQ
아이티엠반도체,084850,전자부품 제조업,2019-11-07,코스닥,084850.KQ
아주IB투자,027360,기타 금융업,2018-11-21,코스닥,027360.KQ
아즈텍WB,032080,"섬유제품 염색, 정리 및 마무리 가공업",2000-10-26,코스닥,032080.KQ
아진엑스텍,059120,반도체 제조업,2014-07-24,코스닥,059120.KQ
안트로젠,065660,기타 전문 도매업,2016-02-15,코스닥,065660.KQ
에스디생명공학,217480,기타 화학제품 제조업,2017-03-02,코스닥,217480.KQ
에스씨디,042110,가정용 기기 제조업,2000-07-13,코스닥,042110.KQ
에스에이엠티,031330,기계장비 및 관련 물품 도매업,2000-05-23,코스닥,031330.KQ
에스엘에스바이오,246250,"그외 기타 전문, 과학 및 기술 서비스업",2023-10-20,코스닥,246250.KQ
에스엠,041510,오디오물 출판 및 원판 녹음업,2000-04-27,코스닥,041510.KQ
에스와이스틸텍,365330,"구조용 금속제품, 탱크 및 증기발생기 제조업",2023-11-13,코스닥,365330.KQ
에스유앤피,019590,신탁업 및 집합투자업,1989-03-14,코스닥,019590.KQ
에스트래픽,234300,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2017-12-05,코스닥,234300.KQ
에스티아이,039440,특수 목적용 기계 제조업,2002-02-28,코스닥,039440.KQ
에이비온,203400,자연과학 및 공학 연구개발업,2021-09-08,코스닥,203400.KQ
에이스토리,241840,"영화, 비디오물, 방송프로그램 제작 및 배급업",2019-07-19,코스닥,241840.KQ
에코볼트,097780,자동차 신품 부품 제조업,2008-01-23,코스닥,097780.KQ
에코프로비엠,247540,일차전지 및 이차전지 제조업,2019-03-05,코스닥,247540.KQ
에코프로에이치엔,383310,기타 화학제품 제조업,2021-05-28,코스닥,383310.KQ
엑사이엔씨,054940,실내건축 및 건축마무리 공사업,2001-12-13,코스닥,054940.KQ
엑스플러스,373200,그외 기타 제품 제조업,2021-02-26,코스닥,373200.KQ
엔에이치스팩30호,466910,금융 지원 서비스업,2023-12-01,코스닥,466910.KQ
엔에프씨,265740,기타 화학제품 제조업,2020-12-02,코스닥,265740.KQ
엔젤로보틱스,455900,특수 목적용 기계 제조업,2024-03-26,코스닥,455900.KQ
엔피,291230,기타 사업지원 서비스업,2018-09-13,코스닥,291230.KQ
엔피케이,048830,합성고무 및 플라스틱 물질 제조업,2000-10-12,코스닥,048830.KQ
엘디티,096870,반도체 제조업,2008-05-02,코스닥,096870.KQ
엘앤케이바이오,156100,의료용 기기 제조업,2016-11-30,코스닥,156100.KQ
엠오티,413390,특수 목적용 기계 제조업,2024-11-18,코스닥,413390.KQ
엠젠솔루션,032790,기계장비 및 관련 물품 도매업,1997-06-26,코스닥,032790.KQ
엠투아이,347890,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2020-07-29,코스닥,347890.KQ
영림원소프트랩,060850,소프트웨어 개발 및 공급업,2020-08-12,코스닥,060850.KQ
예선테크,250930,플라스틱제품 제조업,2016-09-29,코스닥,250930.KQ
오디텍,080520,반도체 제조업,2007-10-08,코스닥,080520.KQ
오스템,031510,자동차 신품 부품 제조업,1997-02-12,코스닥,031510.KQ
오이솔루션,138080,통신 및 방송 장비 제조업,2014-02-27,코스닥,138080.KQ
와이즈넛,096250,소프트웨어 개발 및 공급업,2025-01-24,코스닥,096250.KQ
와이지-원,019210,기타 금속 가공제품 제조업,1997-08-06,코스닥,019210.KQ
우리기술,032820,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2000-06-22,코스닥,032820.KQ
우리엔터프라이즈,037400,상품 종합 도매업,1999-12-16,코스닥,037400.KQ
우주일렉트로,065680,전자부품 제조업,2004-01-02,코스닥,065680.KQ
원바이오젠,307280,의료용품 및 기타 의약 관련제품 제조업,2018-12-05,코스닥,307280.KQ
원익홀딩스,030530,기초 화학물질 제조업,1996-09-24,코스닥,030530.KQ
원풍,008370,플라스틱제품 제조업,1992-12-18,코스닥,008370.KQ
웰크론,065950,직물직조 및 직물제품 제조업,2003-07-29,코스닥,065950.KQ
웹스,196700,합성고무 및 플라스틱 물질 제조업,2015-08-24,코스닥,196700.KQ
위메이드맥스,101730,소프트웨어 개발 및 공급업,2009-06-03,코스닥,101730.KQ
유니슨,018000,일반 목적용 기계 제조업,1996-01-10,코스닥,018000.KQ
유안타제11호스팩,444920,금융 지원 서비스업,2023-09-01,코스닥,444920.KQ
유일에너테크,340930,특수 목적용 기계 제조업,2021-02-25,코스닥,340930.KQ
이노스페이스,462350,"항공기,우주선 및 부품 제조업",2024-07-02,코스닥,462350.KQ
이노진,344860,기타 화학제품 제조업,2023-02-20,코스닥,344860.KQ
이스트에이드,239340,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2016-06-09,코스닥,239340.KQ
이에이트,418620,소프트웨어 개발 및 공급업,2024-02-23,코스닥,418620.KQ
이지케어텍,099750,소프트웨어 개발 및 공급업,2019-03-22,코스닥,099750.KQ
인터플렉스,051370,전자부품 제조업,2003-01-22,코스닥,051370.KQ
인포뱅크,039290,기타 정보 서비스업,2006-07-04,코스닥,039290.KQ
일진파워,094820,전기 및 통신 공사업,2007-11-06,코스닥,094820.KQ
제이브이엠,054950,일반 목적용 기계 제조업,2006-06-07,코스닥,054950.KQ
제이아이테크,417500,기타 화학제품 제조업,2022-11-04,코스닥,417500.KQ
제이엔비,452160,특수 목적용 기계 제조업,2023-11-24,코스닥,452160.KQ
제이엠아이,033050,기타 화학제품 제조업,1997-08-18,코스닥,033050.KQ
제이티,089790,특수 목적용 기계 제조업,2006-10-27,코스닥,089790.KQ
제일테크노스,038010,"구조용 금속제품, 탱크 및 증기발생기 제조업",2000-01-11,코스닥,038010.KQ
제주반도체,080220,반도체 제조업,2005-02-01,코스닥,080220.KQ
중앙첨단소재,051980,통신 및 방송 장비 제조업,2001-07-31,코스닥,051980.KQ
지니언스,263860,소프트웨어 개발 및 공급업,2017-08-02,코스닥,263860.KQ
지니틱스,303030,반도체 제조업,2018-08-30,코스닥,303030.KQ
지앤비에스 에코,382800,특수 목적용 기계 제조업,2021-10-29,코스닥,382800.KQ
지엔코,065060,봉제의복 제조업,2002-05-28,코스닥,065060.KQ
카이노스메드,284620,자연과학 및 공학 연구개발업,2018-06-08,코스닥,284620.KQ
카티스,140430,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2024-05-03,코스닥,140430.KQ
케어랩스,263700,광고업,2018-03-28,코스닥,263700.KQ
케이디켐,221980,기타 화학제품 제조업,2015-11-19,코스닥,221980.KQ
케이에스피,073010,일반 목적용 기계 제조업,2004-12-17,코스닥,073010.KQ
케이엠제약,225430,기타 화학제품 제조업,2015-10-08,코스닥,225430.KQ
코미팜,041960,의약품 제조업,2001-10-30,코스닥,041960.KQ
코아시아씨엠,196450,사진장비 및 광학기기 제조업,2014-06-02,코스닥,196450.KQ
코위버,056360,통신 및 방송 장비 제조업,2001-12-04,코스닥,056360.KQ
코퍼스코리아,322780,"영화, 비디오물, 방송프로그램 제작 및 배급업",2019-05-31,코스닥,322780.KQ
큐알티,405100,"그외 기타 전문, 과학 및 기술 서비스업",2022-11-02,코스닥,405100.KQ
크리스에프앤씨,110790,봉제의복 제조업,2018-10-01,코스닥,110790.KQ
트윔,290090,소프트웨어 개발 및 공급업,2021-11-17,코스닥,290090.KQ
특수건설,026150,토목 건설업,1997-08-06,코스닥,026150.KQ
티엔엔터테인먼트,131100,"영화, 비디오물, 방송프로그램 제작 및 배급업",2011-06-14,코스닥,131100.KQ
파인메딕스,387570,의료용 기기 제조업,2024-12-26,코스닥,387570.KQ
판타지오,032800,창작 및 예술관련 서비스업,1997-06-26,코스닥,032800.KQ
포메탈,119500,기타 금속 가공제품 제조업,2010-09-17,코스닥,119500.KQ
포커스에이아이,331380,영상 및 음향기기 제조업,2019-10-02,코스닥,331380.KQ
폴라리스우노,114630,화학섬유 제조업,2010-01-15,코스닥,114630.KQ
퓨릿,445180,기초 화학물질 제조업,2023-10-18,코스닥,445180.KQ
퓨처코어,151910,전자부품 제조업,2012-08-02,코스닥,151910.KQ
피엔티,137400,특수 목적용 기계 제조업,2012-07-06,코스닥,137400.KQ
피제이메탈,128660,1차 비철금속 제조업,2010-12-13,코스닥,128660.KQ
필옵틱스,161580,특수 목적용 기계 제조업,2017-06-01,코스닥,161580.KQ
핑거,163730,소프트웨어 개발 및 공급업,2021-01-29,코스닥,163730.KQ
한국정보인증,053300,소프트웨어 개발 및 공급업,2014-02-04,코스닥,053300.KQ
한국제13호스팩,464440,금융 지원 서비스업,2023-11-13,코스닥,464440.KQ
